index,Date,Country,Status,AQI
2757,2022-08-09,Lebanon,Moderate,76.0
2758,2022-08-09,Liberia,Good,34.0
2759,2022-08-09,Liechtenstein,Good,13.0
2760,2022-08-09,Lithuania,Good,30.0
2761,2022-08-09,Luxembourg,Moderate,67.0
2762,2022-08-09,Macao,Good,46.0
2763,2022-08-09,Macedonia,Good,45.0
2764,2022-08-09,Madagascar,Good,25.0
2765,2022-08-09,Malaysia,Moderate,76.0
2766,2022-08-09,Malta,Good,40.0
2767,2022-08-09,Martinique,Good,30.0
2768,2022-08-09,Mexico,Moderate,92.0
2769,2022-08-09,Moldova,Good,14.0
2770,2022-08-09,Monaco,Good,32.0
2771,2022-08-09,Mongolia,Moderate,56.0
2772,2022-08-09,Montenegro,Good,47.0
2773,2022-08-09,Myanmar,Good,25.0
2774,2022-08-09,Nepal,Good,38.0
2775,2022-08-09,Netherlands,Good,44.0
2776,2022-08-09,New Caledonia,Moderate,73.0
2777,2022-08-09,New Zealand,Good,19.0
2778,2022-08-09,Nigeria,Unhealthy for Sensitive Groups,105.0
2779,2022-08-09,Norway,Good,27.0
2780,2022-08-09,Pakistan,Moderate,91.0
2781,2022-08-09,Palestinian Territory,Moderate,56.0
2782,2022-08-09,Peru,Moderate,96.0
2783,2022-08-09,Philippines,Moderate,83.0
2784,2022-08-09,Poland,Good,40.0
2785,2022-08-09,Portugal,Good,34.0
2786,2022-08-09,Puerto Rico,Good,11.0
2787,2022-08-09,Qatar,Unhealthy,183.0
2788,2022-08-09,Reunion,Good,25.0
2789,2022-08-09,Romania,Moderate,61.0
2790,2022-08-09,Russia,Unhealthy for Sensitive Groups,117.0
2791,2022-08-09,San Marino,Good,39.0
2792,2022-08-09,Senegal,Good,33.0
2793,2022-08-09,Serbia,Moderate,83.0
2794,2022-08-09,Singapore,Good,44.0
2795,2022-08-09,Slovakia,Good,40.0
2796,2022-08-09,Slovenia,Good,35.0
2797,2022-08-09,South Africa,Moderate,83.0
2798,2022-08-09,South Korea,Good,49.0
2799,2022-08-09,Spain,Moderate,82.0
2800,2022-08-09,Sri Lanka,Good,37.0
2801,2022-08-09,Sudan,Moderate,95.0
2802,2022-08-09,Sweden,Good,20.0
2803,2022-08-09,Switzerland,Good,48.0
2804,2022-08-09,Taiwan,Moderate,67.0
2805,2022-08-09,Tajikistan,Moderate,71.0
2806,2022-08-09,Thailand,Moderate,96.0
2807,2022-08-09,Togo,Moderate,53.0
2808,2022-08-09,Trinidad and Tobago,Good,38.0
2809,2022-08-09,Turkey,Moderate,81.0
2810,2022-08-09,Turkmenistan,Moderate,53.0
2811,2022-08-09,Uganda,Unhealthy,154.0
2812,2022-08-09,Ukraine,Moderate,59.0
2813,2022-08-09,United Arab Emirates,Moderate,99.0
2814,2022-08-09,United Kingdom of Great Britain and Northern Ireland,Moderate,58.0
2815,2022-08-09,United States of America,Moderate,95.0
2816,2022-08-09,Uzbekistan,Good,45.0
2817,2022-08-09,Vatican,Moderate,57.0
2818,2022-08-09,Venezuela,Good,7.0
2819,2022-08-09,Vietnam,Unhealthy for Sensitive Groups,105.0
2820,2022-08-09,Zambia,Unhealthy,169.0
2821,2022-08-10,Albania,Good,35.0
2822,2022-08-10,Algeria,Moderate,65.0
2823,2022-08-10,Andorra,Moderate,50.0
2824,2022-08-10,Angola,Unhealthy,189.0
2825,2022-08-10,Argentina,Good,29.0
2826,2022-08-10,Armenia,Good,36.0
2827,2022-08-10,Australia,Good,48.0
2828,2022-08-10,Austria,Good,27.0
2829,2022-08-10,Azerbaijan,Moderate,55.0
2830,2022-08-10,Bahrain,Unhealthy for Sensitive Groups,132.0
2831,2022-08-10,Bangladesh,Unhealthy for Sensitive Groups,141.0
2832,2022-08-10,Belarus,Good,32.0
2833,2022-08-10,Belgium,Good,42.0
2834,2022-08-10,Belize,Good,13.0
2835,2022-08-10,Bermuda,Good,15.0
2836,2022-08-10,Bolivia,Good,20.0
2837,2022-08-10,Bosnia and Herzegovina,Moderate,62.0
2838,2022-08-10,Brazil,Moderate,55.0
2839,2022-08-10,Brunei,Good,14.0
2840,2022-08-10,Bulgaria,Good,30.0
2841,2022-08-10,Burkina Faso,Moderate,83.0
2842,2022-08-10,Cambodia,Good,15.0
2843,2022-08-10,Canada,Moderate,56.0
2844,2022-08-10,Cape Verde,Good,40.0
2845,2022-08-10,Cayman Islands,Good,18.0
2846,2022-08-10,Central African Republic,Unhealthy for Sensitive Groups,134.0
2847,2022-08-10,Chad,Moderate,57.0
2848,2022-08-10,Chile,Moderate,85.0
2849,2022-08-10,China,Unhealthy,155.0
2850,2022-08-10,Colombia,Moderate,68.0
2851,2022-08-10,Costa Rica,Good,20.0
2852,2022-08-10,Croatia,Good,32.0
2853,2022-08-10,Cyprus,Moderate,70.0
2854,2022-08-10,Czech Republic,Moderate,57.0
2855,2022-08-10,Denmark,Good,15.0
2856,2022-08-10,Dominican Republic,Good,13.0
2857,2022-08-10,Ecuador,Moderate,60.0
2858,2022-08-10,Egypt,Moderate,86.0
2859,2022-08-10,El Salvador,Moderate,74.0
2860,2022-08-10,Estonia,Good,24.0
2861,2022-08-10,Ethiopia,Unhealthy,156.0
2862,2022-08-10,Finland,Good,25.0
2863,2022-08-10,France,Moderate,76.0
2864,2022-08-10,French Guiana,Good,16.0
2865,2022-08-10,Gabon,Unhealthy,167.0
2866,2022-08-10,Gambia,Good,4.0
2867,2022-08-10,Georgia,Moderate,53.0
2868,2022-08-10,Germany,Moderate,58.0
2869,2022-08-10,Ghana,Moderate,84.0
2870,2022-08-10,Gibraltar,Moderate,99.0
2871,2022-08-10,Greece,Moderate,50.0
2872,2022-08-10,Grenada,Good,5.0
2873,2022-08-10,Guadeloupe,Good,14.0
2874,2022-08-10,Guam,Good,1.0
2875,2022-08-10,Guatemala,Good,27.0
2876,2022-08-10,Honduras,Good,2.0
2877,2022-08-10,Hong Kong,Good,20.0
2878,2022-08-10,Hungary,Good,38.0
2879,2022-08-10,Iceland,Good,15.0
2880,2022-08-10,India,Unhealthy,150.0
2881,2022-08-10,Indonesia,Moderate,93.0
2882,2022-08-10,Iran,Very Unhealthy,255.0
2883,2022-08-10,Iraq,Unhealthy,226.0
2884,2022-08-10,Ireland,Good,29.0
2885,2022-08-10,Israel,Moderate,74.0
2886,2022-08-10,Italy,Moderate,72.0
2887,2022-08-10,Ivory Coast,Moderate,63.0
2888,2022-08-10,Japan,Moderate,75.0
2889,2022-08-10,Jersey,Good,25.0
2890,2022-08-10,Jordan,Good,33.0
2891,2022-08-10,Kazakhstan,Unhealthy for Sensitive Groups,113.0
2892,2022-08-10,Kenya,Good,21.0
2893,2022-08-10,Kosovo,Good,46.0
2894,2022-08-10,Kuwait,Hazardous,407.0
2895,2022-08-10,Kyrgyzstan,Moderate,59.0
2896,2022-08-10,Laos,Good,26.0
2897,2022-08-10,Latvia,Good,28.0
2898,2022-08-10,Lebanon,Moderate,76.0
2899,2022-08-10,Liberia,Moderate,51.0
2900,2022-08-10,Liechtenstein,Good,45.0
2901,2022-08-10,Lithuania,Good,28.0
2902,2022-08-10,Luxembourg,Moderate,54.0
2903,2022-08-10,Macao,Good,26.0
2904,2022-08-10,Macedonia,Moderate,54.0
2905,2022-08-10,Madagascar,Good,26.0
2906,2022-08-10,Malaysia,Moderate,76.0
2907,2022-08-10,Malta,Good,40.0
2908,2022-08-10,Martinique,Good,29.0
2909,2022-08-10,Mexico,Moderate,88.0
2910,2022-08-10,Moldova,Good,8.0
2911,2022-08-10,Monaco,Good,38.0
2912,2022-08-10,Mongolia,Good,47.0
2913,2022-08-10,Montenegro,Good,43.0
2914,2022-08-10,Myanmar,Good,21.0
2915,2022-08-10,Nepal,Moderate,50.0
2916,2022-08-10,Netherlands,Moderate,53.0
2917,2022-08-10,New Caledonia,Good,29.0
2918,2022-08-10,New Zealand,Good,23.0
2919,2022-08-10,Nigeria,Unhealthy for Sensitive Groups,105.0
2920,2022-08-10,Norway,Good,30.0
2921,2022-08-10,Pakistan,Moderate,91.0
2922,2022-08-10,Palestinian Territory,Moderate,56.0
2923,2022-08-10,Peru,Moderate,99.0
2924,2022-08-10,Philippines,Moderate,83.0
2925,2022-08-10,Poland,Good,39.0
2926,2022-08-10,Portugal,Good,30.0
2927,2022-08-10,Puerto Rico,Good,10.0
2928,2022-08-10,Qatar,Unhealthy,183.0
2929,2022-08-10,Reunion,Good,28.0
2930,2022-08-10,Romania,Moderate,54.0
2931,2022-08-10,Russia,Moderate,91.0
2932,2022-08-10,San Marino,Good,42.0
2933,2022-08-10,Senegal,Good,33.0
2934,2022-08-10,Serbia,Moderate,56.0
2935,2022-08-10,Singapore,Good,42.0
2936,2022-08-10,Slovakia,Good,41.0
2937,2022-08-10,Slovenia,Good,33.0
2938,2022-08-10,South Africa,Moderate,83.0
2939,2022-08-10,South Korea,Moderate,66.0
2940,2022-08-10,Spain,Moderate,87.0
2941,2022-08-10,Sri Lanka,Good,38.0
2942,2022-08-10,Sudan,Unhealthy for Sensitive Groups,102.0
2943,2022-08-10,Sweden,Good,21.0
2944,2022-08-10,Switzerland,Good,49.0
2945,2022-08-10,Taiwan,Moderate,53.0
2946,2022-08-10,Tajikistan,Moderate,73.0
2947,2022-08-10,Thailand,Moderate,70.0
2948,2022-08-10,Togo,Moderate,80.0
2949,2022-08-10,Trinidad and Tobago,Good,38.0
2950,2022-08-10,Turkey,Moderate,81.0
2951,2022-08-10,Turkmenistan,Moderate,70.0
2952,2022-08-10,Uganda,Unhealthy for Sensitive Groups,142.0
2953,2022-08-10,Ukraine,Moderate,54.0
2954,2022-08-10,United Arab Emirates,Unhealthy for Sensitive Groups,100.0
2955,2022-08-10,United Kingdom of Great Britain and Northern Ireland,Moderate,62.0
2956,2022-08-10,United States of America,Moderate,84.0
2957,2022-08-10,Uzbekistan,Good,12.0
2958,2022-08-10,Vatican,Good,42.0
2959,2022-08-10,Venezuela,Good,14.0
2960,2022-08-10,Vietnam,Good,37.0
2961,2022-08-10,Zambia,Unhealthy,157.0
2962,2022-08-11,Albania,Moderate,60.0
2963,2022-08-11,Algeria,Moderate,65.0
2964,2022-08-11,Andorra,Good,47.0
2965,2022-08-11,Angola,Moderate,84.0
2966,2022-08-11,Argentina,Good,33.0
2967,2022-08-11,Armenia,Moderate,53.0
2968,2022-08-11,Australia,Good,43.0
2969,2022-08-11,Austria,Good,21.0
2970,2022-08-11,Azerbaijan,Moderate,69.0
2971,2022-08-11,Bahrain,Unhealthy,200.0
2972,2022-08-11,Bangladesh,Unhealthy for Sensitive Groups,141.0
2973,2022-08-11,Belarus,Good,49.0
2974,2022-08-11,Belgium,Good,49.0
2975,2022-08-11,Belize,Good,30.0
2976,2022-08-11,Bermuda,Good,11.0
2977,2022-08-11,Bolivia,Good,8.0
2978,2022-08-11,Bosnia and Herzegovina,Moderate,55.0
2979,2022-08-11,Brazil,Good,49.0
2980,2022-08-11,Brunei,Good,12.0
2981,2022-08-11,Bulgaria,Good,31.0
2982,2022-08-11,Burkina Faso,Moderate,76.0
2983,2022-08-11,Cambodia,Good,15.0
2984,2022-08-11,Canada,Moderate,58.0
2985,2022-08-11,Cape Verde,Moderate,52.0
2986,2022-08-11,Cayman Islands,Good,6.0
2987,2022-08-11,Central African Republic,Unhealthy,161.0
2988,2022-08-11,Chad,Moderate,87.0
2989,2022-08-11,Chile,Unhealthy for Sensitive Groups,122.0
2990,2022-08-11,China,Unhealthy,167.0
2991,2022-08-11,Colombia,Moderate,62.0
2992,2022-08-11,Costa Rica,Good,17.0
2993,2022-08-11,Croatia,Good,28.0
2994,2022-08-11,Cyprus,Moderate,63.0
2995,2022-08-11,Czech Republic,Moderate,52.0
2996,2022-08-11,Denmark,Good,15.0
2997,2022-08-11,Dominican Republic,Good,20.0
2998,2022-08-11,Ecuador,Moderate,73.0
2999,2022-08-11,Egypt,Moderate,86.0
3000,2022-08-11,El Salvador,Moderate,81.0
3001,2022-08-11,Estonia,Good,24.0
3002,2022-08-11,Ethiopia,Moderate,70.0
3003,2022-08-11,Finland,Good,26.0
3004,2022-08-11,France,Moderate,76.0
3005,2022-08-11,French Guiana,Good,13.0
3006,2022-08-11,Gabon,Unhealthy for Sensitive Groups,128.0
3007,2022-08-11,Gambia,Good,30.0
3008,2022-08-11,Georgia,Moderate,57.0
3009,2022-08-11,Germany,Moderate,69.0
3010,2022-08-11,Ghana,Unhealthy for Sensitive Groups,100.0
3011,2022-08-11,Gibraltar,Good,25.0
3012,2022-08-11,Greece,Good,43.0
3013,2022-08-11,Grenada,Good,16.0
3014,2022-08-11,Guadeloupe,Good,40.0
3015,2022-08-11,Guam,Good,1.0
3016,2022-08-11,Guatemala,Good,33.0
3017,2022-08-11,Honduras,Good,22.0
3018,2022-08-11,Hong Kong,Good,23.0
3019,2022-08-11,Hungary,Good,35.0
3020,2022-08-11,Iceland,Good,15.0
3021,2022-08-11,India,Unhealthy for Sensitive Groups,124.0
3022,2022-08-11,Indonesia,Moderate,93.0
3023,2022-08-11,Iran,Hazardous,308.0
3024,2022-08-11,Iraq,Unhealthy for Sensitive Groups,137.0
3025,2022-08-11,Ireland,Good,32.0
3026,2022-08-11,Israel,Moderate,71.0
3027,2022-08-11,Italy,Moderate,69.0
3028,2022-08-11,Ivory Coast,Moderate,59.0
3029,2022-08-11,Japan,Moderate,67.0
3030,2022-08-11,Jersey,Good,21.0
3031,2022-08-11,Jordan,Good,30.0
3032,2022-08-11,Kazakhstan,Moderate,96.0
3033,2022-08-11,Kenya,Good,30.0
3034,2022-08-11,Kosovo,Good,32.0
3035,2022-08-11,Kuwait,Hazardous,340.0
3036,2022-08-11,Kyrgyzstan,Moderate,84.0
3037,2022-08-11,Laos,Good,14.0
3038,2022-08-11,Latvia,Good,18.0
3039,2022-08-11,Lebanon,Moderate,76.0
3040,2022-08-11,Liberia,Good,2.0
3041,2022-08-11,Liechtenstein,Moderate,53.0
3042,2022-08-11,Lithuania,Good,35.0
3043,2022-08-11,Luxembourg,Moderate,51.0
3044,2022-08-11,Macao,Good,20.0
3045,2022-08-11,Macedonia,Good,42.0
3046,2022-08-11,Madagascar,Good,23.0
3047,2022-08-11,Malaysia,Moderate,83.0
3048,2022-08-11,Malta,Good,43.0
3049,2022-08-11,Martinique,Good,22.0
3050,2022-08-11,Mexico,Moderate,84.0
3051,2022-08-11,Moldova,Good,27.0
3052,2022-08-11,Monaco,Good,29.0
3053,2022-08-11,Mongolia,Moderate,65.0
3054,2022-08-11,Montenegro,Good,40.0
3055,2022-08-11,Myanmar,Good,29.0
3056,2022-08-11,Nepal,Good,41.0
3057,2022-08-11,Netherlands,Moderate,66.0
3058,2022-08-11,New Caledonia,Good,30.0
3059,2022-08-11,New Zealand,Good,34.0
3060,2022-08-11,Nigeria,Unhealthy for Sensitive Groups,105.0
3061,2022-08-11,Norway,Good,39.0
3062,2022-08-11,Pakistan,Moderate,91.0
3063,2022-08-11,Palestinian Territory,Good,49.0
3064,2022-08-11,Peru,Unhealthy for Sensitive Groups,107.0
3065,2022-08-11,Philippines,Moderate,83.0
3066,2022-08-11,Poland,Good,37.0
3067,2022-08-11,Portugal,Good,36.0
3068,2022-08-11,Puerto Rico,Good,8.0
3069,2022-08-11,Qatar,Unhealthy,183.0
3070,2022-08-11,Reunion,Good,22.0
3071,2022-08-11,Romania,Moderate,67.0
3072,2022-08-11,Russia,Unhealthy for Sensitive Groups,130.0
3073,2022-08-11,San Marino,Good,46.0
3074,2022-08-11,Senegal,Good,33.0
3075,2022-08-11,Serbia,Moderate,51.0
3076,2022-08-11,Singapore,Good,27.0
3077,2022-08-11,Slovakia,Good,27.0
3078,2022-08-11,Slovenia,Good,29.0
3079,2022-08-11,South Africa,Moderate,83.0
3080,2022-08-11,South Korea,Moderate,75.0
3081,2022-08-11,Spain,Moderate,85.0
3082,2022-08-11,Sri Lanka,Good,23.0
3083,2022-08-11,Sudan,Unhealthy for Sensitive Groups,117.0
3084,2022-08-11,Sweden,Good,21.0
3085,2022-08-11,Switzerland,Moderate,54.0
3086,2022-08-11,Taiwan,Moderate,50.0
3087,2022-08-11,Tajikistan,Moderate,64.0
3088,2022-08-11,Thailand,Unhealthy for Sensitive Groups,113.0
3089,2022-08-11,Togo,Moderate,76.0
3090,2022-08-11,Trinidad and Tobago,Good,34.0
3091,2022-08-11,Turkey,Moderate,80.0
3092,2022-08-11,Turkmenistan,Moderate,61.0
3093,2022-08-11,Uganda,Unhealthy,157.0
3094,2022-08-11,Ukraine,Moderate,74.0
3095,2022-08-11,United Arab Emirates,Unhealthy for Sensitive Groups,136.0
3096,2022-08-11,United Kingdom of Great Britain and Northern Ireland,Moderate,78.0
3097,2022-08-11,United States of America,Moderate,72.0
3098,2022-08-11,Uzbekistan,Moderate,74.0
3099,2022-08-11,Vatican,Good,42.0
3100,2022-08-11,Venezuela,Good,5.0
3101,2022-08-11,Vietnam,Moderate,60.0
3102,2022-08-11,Zambia,Unhealthy,152.0
3103,2022-08-12,Albania,Good,28.0
3104,2022-08-12,Algeria,Moderate,65.0
3105,2022-08-12,Andorra,Moderate,54.0
3106,2022-08-12,Angola,Moderate,64.0
3107,2022-08-12,Argentina,Good,17.0
3108,2022-08-12,Armenia,Moderate,58.0
3109,2022-08-12,Australia,Good,48.0
3110,2022-08-12,Austria,Good,21.0
3111,2022-08-12,Azerbaijan,Moderate,52.0
3112,2022-08-12,Bahrain,Unhealthy,160.0
3113,2022-08-12,Bangladesh,Unhealthy for Sensitive Groups,141.0
3114,2022-08-12,Belarus,Good,46.0
3115,2022-08-12,Belgium,Good,45.0
3116,2022-08-12,Belize,Good,23.0
3117,2022-08-12,Bermuda,Good,10.0
3118,2022-08-12,Bolivia,Good,29.0
3119,2022-08-12,Bosnia and Herzegovina,Good,49.0
3120,2022-08-12,Brazil,Good,47.0
3121,2022-08-12,Brunei,Good,16.0
3122,2022-08-12,Bulgaria,Good,33.0
3123,2022-08-12,Burkina Faso,Good,48.0
3124,2022-08-12,Cambodia,Good,15.0
3125,2022-08-12,Canada,Moderate,55.0
3126,2022-08-12,Cape Verde,Good,38.0
3127,2022-08-12,Cayman Islands,Good,4.0
3128,2022-08-12,Central African Republic,Unhealthy,180.0
3129,2022-08-12,Chad,Moderate,55.0
3130,2022-08-12,Chile,Moderate,83.0
3131,2022-08-12,China,Unhealthy,154.0
3132,2022-08-12,Colombia,Moderate,79.0
3133,2022-08-12,Costa Rica,Good,26.0
3134,2022-08-12,Croatia,Good,36.0
3135,2022-08-12,Cyprus,Moderate,63.0
3136,2022-08-12,Czech Republic,Moderate,52.0
3137,2022-08-12,Denmark,Good,16.0
3138,2022-08-12,Dominican Republic,Good,20.0
3139,2022-08-12,Ecuador,Moderate,74.0
3140,2022-08-12,Egypt,Moderate,86.0
3141,2022-08-12,El Salvador,Moderate,74.0
3142,2022-08-12,Estonia,Good,27.0
3143,2022-08-12,Ethiopia,Unhealthy,160.0
3144,2022-08-12,Finland,Good,29.0
3145,2022-08-12,France,Moderate,82.0
3146,2022-08-12,French Guiana,Good,13.0
3147,2022-08-12,Gabon,Unhealthy for Sensitive Groups,118.0
3148,2022-08-12,Gambia,Good,30.0
3149,2022-08-12,Georgia,Moderate,66.0
3150,2022-08-12,Germany,Moderate,58.0
3151,2022-08-12,Ghana,Moderate,99.0
3152,2022-08-12,Gibraltar,Good,31.0
3153,2022-08-12,Greece,Good,41.0
3154,2022-08-12,Grenada,Good,10.0
3155,2022-08-12,Guadeloupe,Good,25.0
3156,2022-08-12,Guam,Good,1.0
3157,2022-08-12,Guatemala,Good,44.0
3158,2022-08-12,Honduras,Good,13.0
3159,2022-08-12,Hong Kong,Good,31.0
3160,2022-08-12,Hungary,Good,39.0
3161,2022-08-12,Iceland,Good,15.0
3162,2022-08-12,India,Unhealthy,161.0
3163,2022-08-12,Indonesia,Moderate,93.0
3164,2022-08-12,Iran,Unhealthy,240.0
3165,2022-08-12,Iraq,Unhealthy for Sensitive Groups,147.0
3166,2022-08-12,Ireland,Good,32.0
3167,2022-08-12,Israel,Moderate,73.0
3168,2022-08-12,Italy,Moderate,68.0
3169,2022-08-12,Ivory Coast,Moderate,72.0
3170,2022-08-12,Japan,Moderate,65.0
3171,2022-08-12,Jersey,Good,17.0
3172,2022-08-12,Jordan,Good,33.0
3173,2022-08-12,Kazakhstan,Moderate,82.0
3174,2022-08-12,Kenya,Good,25.0
3175,2022-08-12,Kosovo,Good,37.0
3176,2022-08-12,Kuwait,Unhealthy,174.0
3177,2022-08-12,Kyrgyzstan,Moderate,72.0
3178,2022-08-12,Laos,Good,19.0
3179,2022-08-12,Latvia,Good,27.0
3180,2022-08-12,Lebanon,Moderate,76.0
3181,2022-08-12,Liberia,Good,3.0
3182,2022-08-12,Liechtenstein,Good,46.0
3183,2022-08-12,Lithuania,Good,38.0
3184,2022-08-12,Luxembourg,Good,48.0
3185,2022-08-12,Macao,Good,22.0
3186,2022-08-12,Macedonia,Good,49.0
3187,2022-08-12,Madagascar,Moderate,53.0
3188,2022-08-12,Malaysia,Moderate,79.0
3189,2022-08-12,Malta,Good,42.0
3190,2022-08-12,Martinique,Moderate,54.0
3191,2022-08-12,Mexico,Moderate,83.0
3192,2022-08-12,Moldova,Good,46.0
3193,2022-08-12,Monaco,Good,34.0
3194,2022-08-12,Mongolia,Moderate,54.0
3195,2022-08-12,Montenegro,Good,45.0
3196,2022-08-12,Myanmar,Good,37.0
3197,2022-08-12,Nepal,Moderate,69.0
3198,2022-08-12,Netherlands,Moderate,74.0
3199,2022-08-12,New Caledonia,Good,29.0
3200,2022-08-12,New Zealand,Moderate,54.0
3201,2022-08-12,Nigeria,Unhealthy for Sensitive Groups,105.0
3202,2022-08-12,Norway,Good,27.0
3203,2022-08-12,Pakistan,Moderate,91.0
3204,2022-08-12,Palestinian Territory,Good,45.0
3205,2022-08-12,Peru,Moderate,98.0
3206,2022-08-12,Philippines,Moderate,83.0
3207,2022-08-12,Poland,Moderate,52.0
3208,2022-08-12,Portugal,Good,32.0
3209,2022-08-12,Puerto Rico,Good,12.0
3210,2022-08-12,Qatar,Unhealthy,183.0
3211,2022-08-12,Reunion,Good,22.0
3212,2022-08-12,Romania,Moderate,72.0
3213,2022-08-12,Russia,Unhealthy for Sensitive Groups,106.0
3214,2022-08-12,San Marino,Good,44.0
3215,2022-08-12,Senegal,Good,33.0
3216,2022-08-12,Serbia,Moderate,54.0
3217,2022-08-12,Singapore,Good,41.0
3218,2022-08-12,Slovakia,Moderate,52.0
3219,2022-08-12,Slovenia,Good,28.0
3220,2022-08-12,South Africa,Moderate,83.0
3221,2022-08-12,South Korea,Unhealthy for Sensitive Groups,104.0
3222,2022-08-12,Spain,Unhealthy for Sensitive Groups,121.0
3223,2022-08-12,Sri Lanka,Good,45.0
3224,2022-08-12,Sudan,Unhealthy for Sensitive Groups,117.0
3225,2022-08-12,Sweden,Good,21.0
3226,2022-08-12,Switzerland,Moderate,51.0
3227,2022-08-12,Taiwan,Moderate,64.0
3228,2022-08-12,Tajikistan,Moderate,82.0
3229,2022-08-12,Thailand,Unhealthy for Sensitive Groups,100.0
3230,2022-08-12,Togo,Unhealthy for Sensitive Groups,109.0
3231,2022-08-12,Trinidad and Tobago,Good,34.0
3232,2022-08-12,Turkey,Moderate,76.0
3233,2022-08-12,Turkmenistan,Good,46.0
3234,2022-08-12,Uganda,Unhealthy for Sensitive Groups,144.0
3235,2022-08-12,Ukraine,Moderate,75.0
3236,2022-08-12,United Arab Emirates,Unhealthy,176.0
3237,2022-08-12,United Kingdom of Great Britain and Northern Ireland,Moderate,79.0
3238,2022-08-12,United States of America,Moderate,76.0
3239,2022-08-12,Uzbekistan,Moderate,56.0
3240,2022-08-12,Vatican,Moderate,50.0
3241,2022-08-12,Venezuela,Good,1.0
3242,2022-08-12,Vietnam,Unhealthy for Sensitive Groups,107.0
3243,2022-08-12,Zambia,Unhealthy for Sensitive Groups,139.0
3244,2022-08-13,Albania,Moderate,61.0
3245,2022-08-13,Algeria,Moderate,65.0
3246,2022-08-13,Andorra,Moderate,54.0
3247,2022-08-13,Angola,Moderate,78.0
3248,2022-08-13,Argentina,Good,26.0
3249,2022-08-13,Armenia,Moderate,59.0
3250,2022-08-13,Australia,Moderate,52.0
3251,2022-08-13,Austria,Good,32.0
3252,2022-08-13,Azerbaijan,Good,34.0
3253,2022-08-13,Bahrain,Unhealthy,169.0
3254,2022-08-13,Bangladesh,Unhealthy for Sensitive Groups,141.0
3255,2022-08-13,Belarus,Moderate,54.0
3256,2022-08-13,Belgium,Good,33.0
3257,2022-08-13,Belize,Good,21.0
3258,2022-08-13,Bermuda,Good,3.0
3259,2022-08-13,Bolivia,Good,35.0
3260,2022-08-13,Bosnia and Herzegovina,Moderate,50.0
3261,2022-08-13,Brazil,Moderate,80.0
3262,2022-08-13,Brunei,Good,10.0
3263,2022-08-13,Bulgaria,Good,32.0
3264,2022-08-13,Burkina Faso,Moderate,77.0
3265,2022-08-13,Cambodia,Good,15.0
3266,2022-08-13,Canada,Moderate,50.0
3267,2022-08-13,Cape Verde,Moderate,50.0
3268,2022-08-13,Cayman Islands,Good,3.0
3269,2022-08-13,Central African Republic,Unhealthy for Sensitive Groups,138.0
3270,2022-08-13,Chad,Moderate,55.0
3271,2022-08-13,Chile,Moderate,94.0
3272,2022-08-13,China,Unhealthy,158.0
3273,2022-08-13,Colombia,Moderate,64.0
3274,2022-08-13,Costa Rica,Good,29.0
3275,2022-08-13,Croatia,Good,25.0
3276,2022-08-13,Cyprus,Moderate,58.0
3277,2022-08-13,Czech Republic,Moderate,61.0
3278,2022-08-13,Denmark,Good,22.0
3279,2022-08-13,Dominican Republic,Good,22.0
3280,2022-08-13,Ecuador,Moderate,68.0
3281,2022-08-13,Egypt,Moderate,86.0
3282,2022-08-13,El Salvador,Moderate,62.0
3283,2022-08-13,Estonia,Good,31.0
3284,2022-08-13,Ethiopia,Unhealthy,167.0
3285,2022-08-13,Finland,Good,31.0
3286,2022-08-13,France,Moderate,75.0
3287,2022-08-13,French Guiana,Good,17.0
3288,2022-08-13,Gabon,Unhealthy,198.0
3289,2022-08-13,Gambia,Very Unhealthy,266.0
3290,2022-08-13,Georgia,Moderate,67.0
3291,2022-08-13,Germany,Moderate,57.0
3292,2022-08-13,Ghana,Moderate,95.0
3293,2022-08-13,Gibraltar,Good,31.0
3294,2022-08-13,Greece,Moderate,55.0
3295,2022-08-13,Grenada,Good,24.0
3296,2022-08-13,Guadeloupe,Good,24.0
3297,2022-08-13,Guam,Good,1.0
3298,2022-08-13,Guatemala,Good,33.0
3299,2022-08-13,Honduras,Good,22.0
3300,2022-08-13,Hong Kong,Good,34.0
3301,2022-08-13,Hungary,Good,41.0
3302,2022-08-13,Iceland,Good,13.0
3303,2022-08-13,India,Unhealthy,234.0
3304,2022-08-13,Indonesia,Moderate,93.0
3305,2022-08-13,Iran,Unhealthy,237.0
3306,2022-08-13,Iraq,Unhealthy for Sensitive Groups,132.0
3307,2022-08-13,Ireland,Good,48.0
3308,2022-08-13,Israel,Moderate,58.0
3309,2022-08-13,Italy,Moderate,67.0
3310,2022-08-13,Ivory Coast,Moderate,59.0
3311,2022-08-13,Japan,Moderate,66.0
3312,2022-08-13,Jersey,Good,15.0
3313,2022-08-13,Jordan,Good,31.0
3314,2022-08-13,Kazakhstan,Moderate,98.0
3315,2022-08-13,Kenya,Moderate,96.0
3316,2022-08-13,Kosovo,Good,43.0
3317,2022-08-13,Kuwait,Unhealthy,166.0
3318,2022-08-13,Kyrgyzstan,Moderate,75.0
3319,2022-08-13,Laos,Good,39.0
3320,2022-08-13,Latvia,Good,12.0
3321,2022-08-13,Lebanon,Moderate,76.0
3322,2022-08-13,Liberia,Good,1.0
3323,2022-08-13,Liechtenstein,Good,46.0
