index,Date,Country,Status,AQI
1263,2022-07-29,United Kingdom of Great Britain and Northern Ireland,Moderate,52.0
1264,2022-07-29,United States of America,Moderate,79.0
1265,2022-07-29,Uzbekistan,Good,4.0
1266,2022-07-29,Vatican,Good,46.0
1267,2022-07-29,Venezuela,Good,2.0
1268,2022-07-29,Vietnam,Moderate,83.0
1269,2022-07-29,Zambia,Unhealthy for Sensitive Groups,105.0
1270,2022-07-30,Albania,Unhealthy for Sensitive Groups,111.0
1271,2022-07-30,Algeria,Moderate,65.0
1272,2022-07-30,Andorra,Good,35.0
1273,2022-07-30,Angola,Unhealthy for Sensitive Groups,142.0
1274,2022-07-30,Argentina,Good,32.0
1275,2022-07-30,Armenia,Moderate,54.0
1276,2022-07-30,Australia,Moderate,77.0
1277,2022-07-30,Austria,Good,30.0
1278,2022-07-30,Azerbaijan,Good,36.0
1279,2022-07-30,Bahrain,Unhealthy for Sensitive Groups,109.0
1280,2022-07-30,Bangladesh,Unhealthy for Sensitive Groups,141.0
1281,2022-07-30,Belarus,Good,35.0
1282,2022-07-30,Belgium,Good,37.0
1283,2022-07-30,Belize,Good,19.0
1284,2022-07-30,Bermuda,Good,23.0
1285,2022-07-30,Bolivia,Good,43.0
1286,2022-07-30,Bosnia and Herzegovina,Good,38.0
1287,2022-07-30,Brazil,Moderate,71.0
1288,2022-07-30,Brunei,Good,10.0
1289,2022-07-30,Bulgaria,Good,38.0
1290,2022-07-30,Burkina Faso,Unhealthy,168.0
1291,2022-07-30,Cambodia,Good,15.0
1292,2022-07-30,Canada,Moderate,66.0
1293,2022-07-30,Cape Verde,Good,41.0
1294,2022-07-30,Cayman Islands,Good,1.0
1295,2022-07-30,Central African Republic,Moderate,91.0
1296,2022-07-30,Chad,Unhealthy for Sensitive Groups,129.0
1297,2022-07-30,Chile,Unhealthy for Sensitive Groups,120.0
1298,2022-07-30,China,Unhealthy,151.0
1299,2022-07-30,Colombia,Moderate,67.0
1300,2022-07-30,Costa Rica,Good,25.0
1301,2022-07-30,Croatia,Good,23.0
1302,2022-07-30,Cyprus,Moderate,75.0
1303,2022-07-30,Czech Republic,Moderate,64.0
1304,2022-07-30,Denmark,Good,13.0
1305,2022-07-30,Dominican Republic,Good,23.0
1306,2022-07-30,Ecuador,Good,47.0
1307,2022-07-30,Egypt,Moderate,86.0
1308,2022-07-30,El Salvador,Moderate,72.0
1309,2022-07-30,Estonia,Good,19.0
1310,2022-07-30,Ethiopia,Hazardous,326.0
1311,2022-07-30,Finland,Good,16.0
1312,2022-07-30,France,Moderate,54.0
1313,2022-07-30,French Guiana,Good,12.0
1314,2022-07-30,Gabon,Unhealthy for Sensitive Groups,127.0
1315,2022-07-30,Gambia,Good,8.0
1316,2022-07-30,Georgia,Moderate,53.0
1317,2022-07-30,Germany,Moderate,52.0
1318,2022-07-30,Ghana,Moderate,93.0
1319,2022-07-30,Gibraltar,Moderate,53.0
1320,2022-07-30,Greece,Good,46.0
1321,2022-07-30,Grenada,Good,14.0
1322,2022-07-30,Guadeloupe,Good,24.0
1323,2022-07-30,Guam,Good,1.0
1324,2022-07-30,Guatemala,Good,33.0
1325,2022-07-30,Honduras,Good,10.0
1326,2022-07-30,Hong Kong,Moderate,98.0
1327,2022-07-30,Hungary,Good,40.0
1328,2022-07-30,Iceland,Good,7.0
1329,2022-07-30,India,Unhealthy for Sensitive Groups,148.0
1330,2022-07-30,Indonesia,Moderate,93.0
1331,2022-07-30,Iran,Unhealthy,176.0
1332,2022-07-30,Iraq,Unhealthy for Sensitive Groups,137.0
1333,2022-07-30,Ireland,Good,16.0
1334,2022-07-30,Israel,Moderate,96.0
1335,2022-07-30,Italy,Moderate,67.0
1336,2022-07-30,Ivory Coast,Moderate,53.0
1337,2022-07-30,Japan,Moderate,71.0
1338,2022-07-30,Jersey,Good,17.0
1339,2022-07-30,Jordan,Good,30.0
1340,2022-07-30,Kazakhstan,Moderate,91.0
1341,2022-07-30,Kenya,Moderate,64.0
1342,2022-07-30,Kosovo,Good,36.0
1343,2022-07-30,Kuwait,Unhealthy for Sensitive Groups,123.0
1344,2022-07-30,Kyrgyzstan,Good,32.0
1345,2022-07-30,Laos,Good,46.0
1346,2022-07-30,Latvia,Moderate,52.0
1347,2022-07-30,Lebanon,Moderate,76.0
1348,2022-07-30,Liberia,Moderate,86.0
1349,2022-07-30,Liechtenstein,Good,24.0
1350,2022-07-30,Lithuania,Good,21.0
1351,2022-07-30,Luxembourg,Good,29.0
1352,2022-07-30,Macao,Unhealthy for Sensitive Groups,114.0
1353,2022-07-30,Macedonia,Moderate,55.0
1354,2022-07-30,Madagascar,Moderate,65.0
1355,2022-07-30,Malaysia,Moderate,58.0
1356,2022-07-30,Malta,Moderate,61.0
1357,2022-07-30,Martinique,Good,24.0
1358,2022-07-30,Mexico,Moderate,93.0
1359,2022-07-30,Moldova,Good,20.0
1360,2022-07-30,Monaco,Good,23.0
1361,2022-07-30,Mongolia,Moderate,51.0
1362,2022-07-30,Montenegro,Good,32.0
1363,2022-07-30,Myanmar,Good,24.0
1364,2022-07-30,Nepal,Good,43.0
1365,2022-07-30,Netherlands,Good,49.0
1366,2022-07-30,New Caledonia,Good,29.0
1367,2022-07-30,New Zealand,Good,16.0
1368,2022-07-30,Nigeria,Unhealthy for Sensitive Groups,105.0
1369,2022-07-30,Norway,Good,30.0
1370,2022-07-30,Pakistan,Moderate,91.0
1371,2022-07-30,Palestinian Territory,Moderate,57.0
1372,2022-07-30,Peru,Moderate,94.0
1373,2022-07-30,Philippines,Moderate,83.0
1374,2022-07-30,Poland,Moderate,51.0
1375,2022-07-30,Portugal,Good,29.0
1376,2022-07-30,Puerto Rico,Good,31.0
1377,2022-07-30,Qatar,Unhealthy,183.0
1378,2022-07-30,Reunion,Good,22.0
1379,2022-07-30,Romania,Moderate,69.0
1380,2022-07-30,Russia,Unhealthy for Sensitive Groups,109.0
1381,2022-07-30,San Marino,Moderate,50.0
1382,2022-07-30,Senegal,Good,33.0
1383,2022-07-30,Serbia,Moderate,81.0
1384,2022-07-30,Singapore,Good,31.0
1385,2022-07-30,Slovakia,Good,36.0
1386,2022-07-30,Slovenia,Good,32.0
1387,2022-07-30,South Africa,Moderate,83.0
1388,2022-07-30,South Korea,Moderate,60.0
1389,2022-07-30,Spain,Unhealthy for Sensitive Groups,108.0
1390,2022-07-30,Sri Lanka,Moderate,52.0
1391,2022-07-30,Sudan,Moderate,50.0
1392,2022-07-30,Sweden,Good,14.0
1393,2022-07-30,Switzerland,Good,37.0
1394,2022-07-30,Taiwan,Moderate,54.0
1395,2022-07-30,Tajikistan,Moderate,70.0
1396,2022-07-30,Thailand,Moderate,91.0
1397,2022-07-30,Togo,Moderate,91.0
1398,2022-07-30,Trinidad and Tobago,Good,44.0
1399,2022-07-30,Turkey,Moderate,80.0
1400,2022-07-30,Turkmenistan,Moderate,53.0
1401,2022-07-30,Uganda,Unhealthy for Sensitive Groups,132.0
1402,2022-07-30,Ukraine,Moderate,55.0
1403,2022-07-30,United Arab Emirates,Unhealthy for Sensitive Groups,111.0
1404,2022-07-30,United Kingdom of Great Britain and Northern Ireland,Good,42.0
1405,2022-07-30,United States of America,Moderate,70.0
1406,2022-07-30,Uzbekistan,Good,26.0
1407,2022-07-30,Vatican,Good,42.0
1408,2022-07-30,Venezuela,Good,13.0
1409,2022-07-30,Vietnam,Moderate,75.0
1410,2022-07-30,Zambia,Moderate,80.0
1411,2022-07-31,Albania,Good,17.0
1412,2022-07-31,Algeria,Moderate,65.0
1413,2022-07-31,Andorra,Good,23.0
1414,2022-07-31,Angola,Unhealthy,169.0
1415,2022-07-31,Argentina,Good,18.0
1416,2022-07-31,Armenia,Good,38.0
1417,2022-07-31,Australia,Good,41.0
1418,2022-07-31,Austria,Good,32.0
1419,2022-07-31,Azerbaijan,Good,30.0
1420,2022-07-31,Bahrain,Unhealthy for Sensitive Groups,132.0
1421,2022-07-31,Bangladesh,Unhealthy for Sensitive Groups,141.0
1422,2022-07-31,Belarus,Good,38.0
1423,2022-07-31,Belgium,Good,19.0
1424,2022-07-31,Belize,Good,25.0
1425,2022-07-31,Bermuda,Good,16.0
1426,2022-07-31,Bolivia,Moderate,78.0
1427,2022-07-31,Bosnia and Herzegovina,Moderate,54.0
1428,2022-07-31,Brazil,Moderate,73.0
1429,2022-07-31,Brunei,Good,10.0
1430,2022-07-31,Bulgaria,Good,31.0
1431,2022-07-31,Burkina Faso,Unhealthy for Sensitive Groups,147.0
1432,2022-07-31,Cambodia,Good,15.0
1433,2022-07-31,Canada,Moderate,60.0
1434,2022-07-31,Cape Verde,Good,31.0
1435,2022-07-31,Cayman Islands,Good,5.0
1436,2022-07-31,Central African Republic,Unhealthy,157.0
1437,2022-07-31,Chad,Unhealthy for Sensitive Groups,104.0
1438,2022-07-31,Chile,Unhealthy for Sensitive Groups,117.0
1439,2022-07-31,China,Unhealthy,151.0
1440,2022-07-31,Colombia,Moderate,56.0
1441,2022-07-31,Costa Rica,Good,10.0
1442,2022-07-31,Croatia,Good,26.0
1443,2022-07-31,Cyprus,Moderate,83.0
1444,2022-07-31,Czech Republic,Moderate,60.0
1445,2022-07-31,Denmark,Good,13.0
1446,2022-07-31,Dominican Republic,Good,44.0
1447,2022-07-31,Ecuador,Moderate,52.0
1448,2022-07-31,Egypt,Moderate,86.0
1449,2022-07-31,El Salvador,Moderate,84.0
1450,2022-07-31,Estonia,Good,18.0
1451,2022-07-31,Ethiopia,Unhealthy,174.0
1452,2022-07-31,Finland,Good,23.0
1453,2022-07-31,France,Moderate,50.0
1454,2022-07-31,French Guiana,Good,11.0
1455,2022-07-31,Gabon,Unhealthy,192.0
1456,2022-07-31,Gambia,Moderate,62.0
1457,2022-07-31,Georgia,Moderate,56.0
1458,2022-07-31,Germany,Moderate,56.0
1459,2022-07-31,Ghana,Moderate,52.0
1460,2022-07-31,Gibraltar,Good,38.0
1461,2022-07-31,Greece,Moderate,53.0
1462,2022-07-31,Grenada,Good,23.0
1463,2022-07-31,Guadeloupe,Moderate,58.0
1464,2022-07-31,Guam,Good,1.0
1465,2022-07-31,Guatemala,Good,20.0
1466,2022-07-31,Honduras,Good,8.0
1467,2022-07-31,Hong Kong,Good,41.0
1468,2022-07-31,Hungary,Good,40.0
1469,2022-07-31,Iceland,Good,11.0
1470,2022-07-31,India,Unhealthy,160.0
1471,2022-07-31,Indonesia,Moderate,93.0
1472,2022-07-31,Iran,Very Unhealthy,260.0
1473,2022-07-31,Iraq,Unhealthy,200.0
1474,2022-07-31,Ireland,Good,13.0
1475,2022-07-31,Israel,Moderate,92.0
1476,2022-07-31,Italy,Moderate,72.0
1477,2022-07-31,Ivory Coast,Moderate,50.0
1478,2022-07-31,Japan,Moderate,61.0
1479,2022-07-31,Jersey,Good,22.0
1480,2022-07-31,Jordan,Good,28.0
1481,2022-07-31,Kazakhstan,Moderate,91.0
1482,2022-07-31,Kenya,Moderate,57.0
1483,2022-07-31,Kosovo,Good,32.0
1484,2022-07-31,Kuwait,Moderate,89.0
1485,2022-07-31,Kyrgyzstan,Good,37.0
1486,2022-07-31,Laos,Good,34.0
1487,2022-07-31,Latvia,Good,13.0
1488,2022-07-31,Lebanon,Moderate,76.0
1489,2022-07-31,Liberia,Good,44.0
1490,2022-07-31,Liechtenstein,Good,22.0
1491,2022-07-31,Lithuania,Good,35.0
1492,2022-07-31,Luxembourg,Good,20.0
1493,2022-07-31,Macao,Moderate,50.0
1494,2022-07-31,Macedonia,Moderate,58.0
1495,2022-07-31,Madagascar,Good,26.0
1496,2022-07-31,Malaysia,Moderate,61.0
1497,2022-07-31,Malta,Good,45.0
1498,2022-07-31,Martinique,Moderate,70.0
1499,2022-07-31,Mexico,Moderate,83.0
1500,2022-07-31,Moldova,Good,26.0
1501,2022-07-31,Monaco,Good,25.0
1502,2022-07-31,Mongolia,Moderate,52.0
1503,2022-07-31,Montenegro,Good,29.0
1504,2022-07-31,Myanmar,Good,36.0
1505,2022-07-31,Nepal,Good,36.0
1506,2022-07-31,Netherlands,Good,43.0
1507,2022-07-31,New Caledonia,Good,27.0
1508,2022-07-31,New Zealand,Moderate,56.0
1509,2022-07-31,Nigeria,Unhealthy for Sensitive Groups,105.0
1510,2022-07-31,Norway,Good,34.0
1511,2022-07-31,Pakistan,Moderate,91.0
1512,2022-07-31,Palestinian Territory,Moderate,78.0
1513,2022-07-31,Peru,Moderate,73.0
1514,2022-07-31,Philippines,Moderate,83.0
1515,2022-07-31,Poland,Good,44.0
1516,2022-07-31,Portugal,Good,39.0
1517,2022-07-31,Puerto Rico,Good,23.0
1518,2022-07-31,Qatar,Unhealthy,183.0
1519,2022-07-31,Reunion,Good,18.0
1520,2022-07-31,Romania,Moderate,59.0
1521,2022-07-31,Russia,Unhealthy for Sensitive Groups,111.0
1522,2022-07-31,San Marino,Moderate,53.0
1523,2022-07-31,Senegal,Good,33.0
1524,2022-07-31,Serbia,Good,47.0
1525,2022-07-31,Singapore,Good,40.0
1526,2022-07-31,Slovakia,Good,38.0
1527,2022-07-31,Slovenia,Good,31.0
1528,2022-07-31,South Africa,Moderate,83.0
1529,2022-07-31,South Korea,Moderate,56.0
1530,2022-07-31,Spain,Moderate,97.0
1531,2022-07-31,Sri Lanka,Good,17.0
1532,2022-07-31,Sudan,Unhealthy for Sensitive Groups,142.0
1533,2022-07-31,Sweden,Good,30.0
1534,2022-07-31,Switzerland,Good,42.0
1535,2022-07-31,Taiwan,Moderate,72.0
1536,2022-07-31,Tajikistan,Moderate,62.0
1537,2022-07-31,Thailand,Moderate,80.0
1538,2022-07-31,Togo,Moderate,73.0
1539,2022-07-31,Trinidad and Tobago,Good,33.0
1540,2022-07-31,Turkey,Moderate,80.0
1541,2022-07-31,Turkmenistan,Moderate,55.0
1542,2022-07-31,Uganda,Unhealthy for Sensitive Groups,144.0
1543,2022-07-31,Ukraine,Good,45.0
1544,2022-07-31,United Arab Emirates,Unhealthy for Sensitive Groups,106.0
1545,2022-07-31,United Kingdom of Great Britain and Northern Ireland,Good,35.0
1546,2022-07-31,United States of America,Moderate,94.0
1547,2022-07-31,Uzbekistan,Good,46.0
1548,2022-07-31,Vatican,Good,38.0
1549,2022-07-31,Venezuela,Good,2.0
1550,2022-07-31,Vietnam,Moderate,99.0
1551,2022-07-31,Zambia,Moderate,85.0
1552,2022-08-01,Albania,Good,27.0
1553,2022-08-01,Algeria,Moderate,65.0
1554,2022-08-01,Andorra,Good,27.0
1555,2022-08-01,Angola,Unhealthy for Sensitive Groups,121.0
1556,2022-08-01,Argentina,Good,36.0
1557,2022-08-01,Armenia,Good,45.0
1558,2022-08-01,Australia,Good,39.0
1559,2022-08-01,Austria,Good,24.0
1560,2022-08-01,Azerbaijan,Moderate,50.0
1561,2022-08-01,Bahrain,Unhealthy,151.0
1562,2022-08-01,Bangladesh,Unhealthy for Sensitive Groups,141.0
1563,2022-08-01,Belarus,Good,43.0
1564,2022-08-01,Belgium,Good,27.0
1565,2022-08-01,Belize,Good,13.0
1566,2022-08-01,Bermuda,Good,19.0
1567,2022-08-01,Bolivia,Moderate,64.0
1568,2022-08-01,Bosnia and Herzegovina,Moderate,60.0
1569,2022-08-01,Brazil,Moderate,77.0
1570,2022-08-01,Brunei,Good,14.0
1571,2022-08-01,Bulgaria,Good,28.0
1572,2022-08-01,Burkina Faso,Unhealthy for Sensitive Groups,107.0
1573,2022-08-01,Cambodia,Good,15.0
1574,2022-08-01,Canada,Moderate,61.0
1575,2022-08-01,Cape Verde,Good,47.0
1576,2022-08-01,Cayman Islands,Good,13.0
1577,2022-08-01,Central African Republic,Unhealthy for Sensitive Groups,113.0
1578,2022-08-01,Chad,Moderate,78.0
1579,2022-08-01,Chile,Unhealthy for Sensitive Groups,109.0
1580,2022-08-01,China,Unhealthy,156.0
1581,2022-08-01,Colombia,Moderate,56.0
1582,2022-08-01,Costa Rica,Good,12.0
1583,2022-08-01,Croatia,Good,29.0
1584,2022-08-01,Cyprus,Moderate,66.0
1585,2022-08-01,Czech Republic,Moderate,66.0
1586,2022-08-01,Denmark,Good,16.0
1587,2022-08-01,Dominican Republic,Good,34.0
1588,2022-08-01,Ecuador,Moderate,51.0
1589,2022-08-01,Egypt,Moderate,86.0
1590,2022-08-01,El Salvador,Moderate,60.0
1591,2022-08-01,Estonia,Good,14.0
1592,2022-08-01,Ethiopia,Unhealthy for Sensitive Groups,143.0
1593,2022-08-01,Finland,Good,23.0
1594,2022-08-01,France,Moderate,51.0
1595,2022-08-01,French Guiana,Good,12.0
1596,2022-08-01,Gabon,Unhealthy for Sensitive Groups,101.0
1597,2022-08-01,Gambia,Good,19.0
1598,2022-08-01,Georgia,Moderate,57.0
1599,2022-08-01,Germany,Good,39.0
1600,2022-08-01,Ghana,Moderate,92.0
1601,2022-08-01,Gibraltar,Moderate,61.0
1602,2022-08-01,Greece,Good,47.0
1603,2022-08-01,Grenada,Moderate,76.0
1604,2022-08-01,Guadeloupe,Good,32.0
1605,2022-08-01,Guam,Good,6.0
1606,2022-08-01,Guatemala,Good,21.0
1607,2022-08-01,Honduras,Good,6.0
1608,2022-08-01,Hong Kong,Good,19.0
1609,2022-08-01,Hungary,Good,46.0
1610,2022-08-01,Iceland,Good,8.0
1611,2022-08-01,India,Unhealthy,159.0
1612,2022-08-01,Indonesia,Moderate,93.0
1613,2022-08-01,Iran,Unhealthy for Sensitive Groups,126.0
1614,2022-08-01,Iraq,Unhealthy,161.0
1615,2022-08-01,Ireland,Good,15.0
1616,2022-08-01,Israel,Unhealthy for Sensitive Groups,114.0
1617,2022-08-01,Italy,Moderate,70.0
1618,2022-08-01,Ivory Coast,Moderate,76.0
1619,2022-08-01,Japan,Moderate,70.0
1620,2022-08-01,Jersey,Good,14.0
1621,2022-08-01,Jordan,Good,23.0
1622,2022-08-01,Kazakhstan,Moderate,78.0
1623,2022-08-01,Kenya,Moderate,85.0
1624,2022-08-01,Kosovo,Good,40.0
1625,2022-08-01,Kuwait,Unhealthy for Sensitive Groups,145.0
1626,2022-08-01,Kyrgyzstan,Good,20.0
1627,2022-08-01,Laos,Good,39.0
1628,2022-08-01,Latvia,Good,13.0
1629,2022-08-01,Lebanon,Moderate,76.0
1630,2022-08-01,Liberia,Good,41.0
1631,2022-08-01,Liechtenstein,Good,33.0
1632,2022-08-01,Lithuania,Good,33.0
1633,2022-08-01,Luxembourg,Good,14.0
1634,2022-08-01,Macao,Good,25.0
1635,2022-08-01,Macedonia,Moderate,61.0
1636,2022-08-01,Madagascar,Good,31.0
1637,2022-08-01,Malaysia,Moderate,62.0
1638,2022-08-01,Malta,Good,37.0
1639,2022-08-01,Martinique,Moderate,70.0
1640,2022-08-01,Mexico,Moderate,80.0
1641,2022-08-01,Moldova,Good,20.0
1642,2022-08-01,Monaco,Good,27.0
1643,2022-08-01,Mongolia,Moderate,64.0
1644,2022-08-01,Montenegro,Good,36.0
1645,2022-08-01,Myanmar,Good,23.0
1646,2022-08-01,Nepal,Moderate,56.0
1647,2022-08-01,Netherlands,Good,32.0
1648,2022-08-01,New Caledonia,Good,23.0
1649,2022-08-01,New Zealand,Good,28.0
1650,2022-08-01,Nigeria,Unhealthy for Sensitive Groups,105.0
1651,2022-08-01,Norway,Good,23.0
1652,2022-08-01,Pakistan,Moderate,91.0
1653,2022-08-01,Palestinian Territory,Moderate,92.0
1654,2022-08-01,Peru,Moderate,78.0
1655,2022-08-01,Philippines,Moderate,83.0
1656,2022-08-01,Poland,Moderate,52.0
1657,2022-08-01,Portugal,Good,34.0
1658,2022-08-01,Puerto Rico,Good,25.0
1659,2022-08-01,Qatar,Unhealthy,183.0
1660,2022-08-01,Reunion,Good,19.0
1661,2022-08-01,Romania,Moderate,51.0
1662,2022-08-01,Russia,Unhealthy for Sensitive Groups,109.0
1663,2022-08-01,San Marino,Moderate,50.0
1664,2022-08-01,Senegal,Good,33.0
1665,2022-08-01,Serbia,Moderate,61.0
1666,2022-08-01,Singapore,Good,15.0
1667,2022-08-01,Slovakia,Moderate,60.0
1668,2022-08-01,Slovenia,Good,37.0
1669,2022-08-01,South Africa,Moderate,83.0
1670,2022-08-01,South Korea,Moderate,58.0
1671,2022-08-01,Spain,Moderate,85.0
1672,2022-08-01,Sri Lanka,Good,21.0
1673,2022-08-01,Sudan,Moderate,61.0
1674,2022-08-01,Sweden,Good,19.0
1675,2022-08-01,Switzerland,Good,29.0
1676,2022-08-01,Taiwan,Moderate,67.0
1677,2022-08-01,Tajikistan,Moderate,64.0
1678,2022-08-01,Thailand,Moderate,84.0
1679,2022-08-01,Togo,Moderate,95.0
1680,2022-08-01,Trinidad and Tobago,Moderate,64.0
1681,2022-08-01,Turkey,Moderate,93.0
1682,2022-08-01,Turkmenistan,Good,38.0
1683,2022-08-01,Uganda,Unhealthy for Sensitive Groups,112.0
1684,2022-08-01,Ukraine,Moderate,58.0
1685,2022-08-01,United Arab Emirates,Unhealthy for Sensitive Groups,118.0
1686,2022-08-01,United Kingdom of Great Britain and Northern Ireland,Good,47.0
1687,2022-08-01,United States of America,Moderate,79.0
1688,2022-08-01,Uzbekistan,Good,35.0
1689,2022-08-01,Vatican,Good,30.0
1690,2022-08-01,Venezuela,Good,3.0
1691,2022-08-01,Vietnam,Moderate,99.0
1692,2022-08-01,Zambia,Unhealthy for Sensitive Groups,102.0
1693,2022-08-02,Albania,Good,27.0
1694,2022-08-02,Algeria,Moderate,65.0
1695,2022-08-02,Andorra,Good,47.0
1696,2022-08-02,Angola,Unhealthy for Sensitive Groups,112.0
1697,2022-08-02,Argentina,Good,34.0
1698,2022-08-02,Armenia,Moderate,50.0
1699,2022-08-02,Australia,Good,49.0
1700,2022-08-02,Austria,Good,18.0
1701,2022-08-02,Azerbaijan,Moderate,76.0
1702,2022-08-02,Bahrain,Unhealthy for Sensitive Groups,142.0
1703,2022-08-02,Bangladesh,Unhealthy for Sensitive Groups,141.0
1704,2022-08-02,Belarus,Good,31.0
1705,2022-08-02,Belgium,Good,37.0
1706,2022-08-02,Belize,Good,34.0
1707,2022-08-02,Bermuda,Good,10.0
1708,2022-08-02,Bolivia,Moderate,67.0
1709,2022-08-02,Bosnia and Herzegovina,Moderate,56.0
1710,2022-08-02,Brazil,Moderate,78.0
1711,2022-08-02,Brunei,Good,11.0
1712,2022-08-02,Bulgaria,Good,27.0
1713,2022-08-02,Burkina Faso,Moderate,95.0
1714,2022-08-02,Cambodia,Good,15.0
1715,2022-08-02,Canada,Good,48.0
1716,2022-08-02,Cape Verde,Good,36.0
1717,2022-08-02,Cayman Islands,Moderate,51.0
1718,2022-08-02,Central African Republic,Unhealthy,175.0
1719,2022-08-02,Chad,Moderate,76.0
1720,2022-08-02,Chile,Unhealthy for Sensitive Groups,106.0
1721,2022-08-02,China,Unhealthy,161.0
1722,2022-08-02,Colombia,Moderate,64.0
1723,2022-08-02,Costa Rica,Good,21.0
1724,2022-08-02,Croatia,Good,26.0
1725,2022-08-02,Cyprus,Moderate,78.0
1726,2022-08-02,Czech Republic,Moderate,56.0
1727,2022-08-02,Denmark,Good,17.0
1728,2022-08-02,Dominican Republic,Good,25.0
1729,2022-08-02,Ecuador,Moderate,61.0
1730,2022-08-02,Egypt,Moderate,86.0
1731,2022-08-02,El Salvador,Moderate,84.0
1732,2022-08-02,Estonia,Good,20.0
1733,2022-08-02,Ethiopia,Unhealthy for Sensitive Groups,117.0
1734,2022-08-02,Finland,Good,19.0
1735,2022-08-02,France,Moderate,54.0
1736,2022-08-02,French Guiana,Good,11.0
1737,2022-08-02,Gabon,Unhealthy for Sensitive Groups,113.0
1738,2022-08-02,Gambia,Good,9.0
1739,2022-08-02,Georgia,Moderate,62.0
1740,2022-08-02,Germany,Moderate,56.0
1741,2022-08-02,Ghana,Unhealthy for Sensitive Groups,106.0
1742,2022-08-02,Gibraltar,Good,30.0
1743,2022-08-02,Greece,Good,40.0
1744,2022-08-02,Grenada,Good,23.0
1745,2022-08-02,Guadeloupe,Good,39.0
1746,2022-08-02,Guam,Good,1.0
1747,2022-08-02,Guatemala,Good,28.0
1748,2022-08-02,Honduras,Good,30.0
1749,2022-08-02,Hong Kong,Good,44.0
1750,2022-08-02,Hungary,Good,47.0
1751,2022-08-02,Iceland,Good,12.0
1752,2022-08-02,India,Very Unhealthy,287.0
1753,2022-08-02,Indonesia,Moderate,93.0
1754,2022-08-02,Iran,Unhealthy,210.0
1755,2022-08-02,Iraq,Unhealthy,181.0
1756,2022-08-02,Ireland,Good,20.0
1757,2022-08-02,Israel,Unhealthy for Sensitive Groups,132.0
1758,2022-08-02,Italy,Moderate,72.0
1759,2022-08-02,Ivory Coast,Good,46.0
1760,2022-08-02,Japan,Moderate,72.0
1761,2022-08-02,Jersey,Good,27.0
1762,2022-08-02,Jordan,Good,31.0
1763,2022-08-02,Kazakhstan,Moderate,67.0
1764,2022-08-02,Kenya,Unhealthy,157.0
1765,2022-08-02,Kosovo,Good,37.0
1766,2022-08-02,Kuwait,Unhealthy for Sensitive Groups,123.0
1767,2022-08-02,Kyrgyzstan,Moderate,51.0
1768,2022-08-02,Laos,Good,27.0
1769,2022-08-02,Latvia,Good,20.0
1770,2022-08-02,Lebanon,Moderate,76.0
1771,2022-08-02,Liberia,Moderate,60.0
1772,2022-08-02,Liechtenstein,Good,23.0
1773,2022-08-02,Lithuania,Good,34.0
1774,2022-08-02,Luxembourg,Good,22.0
1775,2022-08-02,Macao,Good,34.0
1776,2022-08-02,Macedonia,Moderate,52.0
1777,2022-08-02,Madagascar,Good,22.0
1778,2022-08-02,Malaysia,Moderate,58.0
1779,2022-08-02,Malta,Good,28.0
1780,2022-08-02,Martinique,Moderate,67.0
1781,2022-08-02,Mexico,Moderate,95.0
1782,2022-08-02,Moldova,Good,14.0
1783,2022-08-02,Monaco,Good,30.0
1784,2022-08-02,Mongolia,Good,49.0
1785,2022-08-02,Montenegro,Good,41.0
1786,2022-08-02,Myanmar,Good,20.0
1787,2022-08-02,Nepal,Good,46.0
1788,2022-08-02,Netherlands,Good,33.0
1789,2022-08-02,New Caledonia,Good,4.0
1790,2022-08-02,New Zealand,Good,24.0
1791,2022-08-02,Nigeria,Unhealthy for Sensitive Groups,105.0
1792,2022-08-02,Norway,Good,30.0
1793,2022-08-02,Pakistan,Moderate,91.0
1794,2022-08-02,Palestinian Territory,Unhealthy for Sensitive Groups,107.0
1795,2022-08-02,Peru,Moderate,80.0
1796,2022-08-02,Philippines,Moderate,83.0
1797,2022-08-02,Poland,Moderate,72.0
1798,2022-08-02,Portugal,Good,31.0
1799,2022-08-02,Puerto Rico,Good,21.0
1800,2022-08-02,Qatar,Unhealthy,183.0
1801,2022-08-02,Reunion,Good,18.0
1802,2022-08-02,Romania,Moderate,63.0
1803,2022-08-02,Russia,Moderate,96.0
1804,2022-08-02,San Marino,Moderate,58.0
1805,2022-08-02,Senegal,Good,33.0
1806,2022-08-02,Serbia,Moderate,55.0
1807,2022-08-02,Singapore,Good,41.0
1808,2022-08-02,Slovakia,Moderate,51.0
1809,2022-08-02,Slovenia,Good,27.0
1810,2022-08-02,South Africa,Moderate,83.0
1811,2022-08-02,South Korea,Moderate,63.0
1812,2022-08-02,Spain,Moderate,85.0
1813,2022-08-02,Sri Lanka,Good,20.0
1814,2022-08-02,Sudan,Moderate,91.0
1815,2022-08-02,Sweden,Good,20.0
1816,2022-08-02,Switzerland,Good,38.0
1817,2022-08-02,Taiwan,Moderate,58.0
1818,2022-08-02,Tajikistan,Moderate,79.0
1819,2022-08-02,Thailand,Moderate,74.0
1820,2022-08-02,Togo,Moderate,87.0
1821,2022-08-02,Trinidad and Tobago,Good,44.0
1822,2022-08-02,Turkey,Unhealthy for Sensitive Groups,101.0
1823,2022-08-02,Turkmenistan,Good,30.0
